time;nof_ue;dl_brate;ul_brate;proc_rmem;proc_rmem_kB;proc_vmem_kB;sys_mem;system_load;thread_count;cpu_0;cpu_1;cpu_2;cpu_3;cpu_4;cpu_5;cpu_6;cpu_7;cpu_8;cpu_9;cpu_10;cpu_11;cpu_12;cpu_13;cpu_14;cpu_15;cpu_16;cpu_17;cpu_18;cpu_19;cpu_20;cpu_21;cpu_22;cpu_23;cpu_24;cpu_25;cpu_26;cpu_27;cpu_28;cpu_29;cpu_30;cpu_31
1080000.0;5;3111.111084;459555.5625;0.45;884620;1656800;89.0;2.0;15;100.0;87.0;100.0;87.0;100.0;87.0;100.0;100.0;100.0;87.0;87.0;100.0;87.0;100.0;100.0;87.0;100.0;87.0;100.0;75.0;100.0;100.0;100.0;87.0;87.0;75.0;87.0;87.0;100.0;100.0;100.0;62.0
1080000.0;5;9882.352539;1216470.625;0.45;884620;1656800;89.0;0.78;15;88.0;100.0;100.0;88.0;88.0;88.0;88.0;100.0;100.0;88.0;100.0;88.0;88.0;88.0;100.0;100.0;88.0;88.0;100.0;88.0;75.0;100.0;100.0;88.0;75.0;88.0;100.0;88.0;88.0;88.0;100.0;88.0
1080000.0;5;4666.666504;689333.3125;0.45;884620;1656800;89.0;1.2;15;100.0;87.0;100.0;87.0;100.0;100.0;100.0;100.0;100.0;100.0;75.0;87.0;100.0;100.0;87.0;100.0;87.0;75.0;87.0;87.0;87.0;100.0;87.0;87.0;100.0;87.0;75.0;87.0;87.0;87.0;100.0;100.0
1080000.0;5;0.0;590857.125;0.45;884620;1656800;89.0;1.6;15;87.0;100.0;100.0;100.0;100.0;100.0;87.0;100.0;100.0;87.0;100.0;75.0;100.0;87.0;100.0;87.0;87.0;100.0;100.0;75.0;100.0;100.0;87.0;100.0;100.0;87.0;100.0;75.0;100.0;87.0;100.0;75.0
1080000.0;5;9333.333008;1723333.25;0.45;884620;1656800;89.0;0.78;15;100.0;88.0;100.0;88.0;100.0;100.0;75.0;100.0;100.0;88.0;100.0;88.0;100.0;88.0;100.0;88.0;88.0;88.0;100.0;100.0;88.0;100.0;75.0;88.0;100.0;100.0;100.0;75.0;100.0;88.0;100.0;88.0
1080000.0;5;12000.0;886285.6875;0.45;884620;1656800;89.0;1.2;15;88.0;88.0;100.0;88.0;88.0;88.0;100.0;100.0;88.0;100.0;100.0;88.0;100.0;100.0;88.0;88.0;100.0;88.0;100.0;75.0;100.0;100.0;88.0;100.0;75.0;88.0;88.0;75.0;100.0;88.0;100.0;75.0
1080000.0;5;0.0;752000.0;0.45;884620;1656800;89.0;1.2;15;100.0;100.0;75.0;75.0;100.0;100.0;87.0;100.0;87.0;100.0;87.0;87.0;100.0;75.0;100.0;100.0;100.0;100.0;100.0;75.0;87.0;100.0;87.0;87.0;100.0;100.0;87.0;75.0;75.0;75.0;75.0;100.0
1080010.0;5;0.0;827200.0;0.45;884620;1656800;89.0;1.2;15;87.0;87.0;100.0;100.0;100.0;87.0;87.0;100.0;100.0;87.0;100.0;87.0;100.0;100.0;75.0;100.0;75.0;87.0;100.0;75.0;100.0;100.0;100.0;100.0;100.0;75.0;75.0;75.0;100.0;87.0;100.0;100.0
1080010.0;5;9333.333008;81333.335938;0.45;884620;1656800;89.0;0.39;15;100.0;100.0;88.0;75.0;100.0;88.0;100.0;88.0;100.0;88.0;88.0;75.0;88.0;88.0;100.0;100.0;100.0;100.0;100.0;75.0;88.0;88.0;88.0;88.0;100.0;100.0;88.0;75.0;88.0;88.0;100.0;88.0
1080010.0;5;21000.0;1364000.0;0.45;884620;1656800;89.0;0.8;15;100.0;87.0;100.0;100.0;100.0;87.0;87.0;87.0;100.0;87.0;100.0;87.0;100.0;87.0;87.0;87.0;100.0;87.0;100.0;87.0;100.0;87.0;87.0;74.0;100.0;74.0;87.0;87.0;100.0;74.0;100.0;74.0
