time;cc;earfcn;pci;rsrp;pl;cfo;pci_neigh;rsrp_neigh;cfo_neigh;dl_mcs;dl_snr;dl_turbo;dl_brate;dl_bler;ul_ta;distance_km;speed_kmph;ul_mcs;ul_buff;ul_brate;ul_bler;rf_o;rf_u;rf_l;is_attached;proc_rmem;proc_rmem_kB;proc_vmem_kB;sys_mem;sys_load;thread_count;cpu_0;cpu_1;cpu_2;cpu_3;cpu_4;cpu_5;cpu_6;cpu_7;cpu_8;cpu_9;cpu_10;cpu_11;cpu_12;cpu_13;cpu_14;cpu_15;cpu_16;cpu_17;cpu_18;cpu_19;cpu_20;cpu_21;cpu_22;cpu_23;cpu_24;cpu_25;cpu_26;cpu_27;cpu_28;cpu_29;cpu_30;cpu_31
82736528;0;3350;1;-11.0;11.0;-8.6e-07;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.24;953200;1720200;72.0;1.6;18;88.0;75.0;75.0;62.0;50.0;75.0;88.0;62.0;75.0;100.0;100.0;75.0;75.0;25.0;62.0;62.0;75.0;62.0;75.0;75.0;100.0;62.0;75.0;62.0;62.0;38.0;62.0;50.0;88.0;100.0;62.0;62.0
82736606;0;3350;1;-11.0;11.0;-1.3e-06;;;;0.0;142.0;1.0;1600.0;0.0;0.0;0.0;0.0;22.0;56.0;118171.429688;0.0;0.0;0.0;0.0;1.0;0.24;953200;1720200;72.0;1.6;18;75.0;62.0;100.0;37.0;62.0;62.0;87.0;62.0;87.0;100.0;100.0;62.0;100.0;75.0;100.0;62.0;87.0;62.0;75.0;100.0;100.0;62.0;87.0;49.0;75.0;37.0;87.0;62.0;87.0;49.0;62.0;49.0
82736683;0;3350;1;-11.0;11.0;-1.3e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;112.0;196952.375;0.0;0.0;0.0;0.0;1.0;0.24;953200;1720200;72.0;1.6;18;62.0;75.0;75.0;75.0;75.0;62.0;75.0;75.0;88.0;100.0;100.0;75.0;88.0;75.0;100.0;75.0;75.0;62.0;75.0;62.0;100.0;50.0;62.0;62.0;75.0;25.0;62.0;62.0;100.0;50.0;62.0;62.0
82736759;0;3350;1;-11.0;11.0;-1.3e-06;;;;0.0;142.0;1.0;1555.555542;0.0;0.0;0.0;0.0;22.0;56.0;114888.890625;0.0;0.0;0.0;0.0;1.0;0.24;953200;1720200;72.0;1.6;18;75.0;87.0;100.0;75.0;62.0;75.0;87.0;62.0;75.0;100.0;100.0;100.0;75.0;75.0;87.0;62.0;100.0;62.0;75.0;62.0;100.0;75.0;75.0;49.0;75.0;49.0;75.0;62.0;87.0;62.0;87.0;49.0
82736835;0;3350;1;-11.0;11.0;-1.2e-06;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;159076.921875;0.0;0.0;0.0;0.0;1.0;0.24;953200;1720200;72.0;1.6;18;75.0;88.0;100.0;75.0;88.0;75.0;75.0;75.0;75.0;100.0;100.0;100.0;88.0;88.0;88.0;75.0;88.0;75.0;100.0;75.0;100.0;62.0;75.0;75.0;75.0;50.0;50.0;38.0;88.0;50.0;62.0;75.0
82736911;0;3350;1;-11.0;11.0;-9.9e-07;;;;0.0;142.0;1.0;2666.666748;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.24;953200;1720200;72.0;1.2;18;100.0;75.0;100.0;75.0;75.0;87.0;75.0;75.0;87.0;100.0;100.0;75.0;75.0;100.0;75.0;75.0;49.0;62.0;49.0;49.0;100.0;62.0;62.0;62.0;49.0;49.0;62.0;62.0;62.0;62.0;62.0;49.0
82736988;0;3350;1;-11.0;11.0;-9.5e-07;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;112.0;0.0;0.0;0.0;0.0;0.0;1.0;0.24;953200;1720200;72.0;2.0;18;87.0;75.0;100.0;75.0;100.0;87.0;75.0;75.0;75.0;100.0;100.0;75.0;75.0;100.0;100.0;62.0;75.0;62.0;75.0;75.0;75.0;49.0;75.0;62.0;62.0;24.0;75.0;62.0;62.0;49.0;87.0;75.0
82737066;0;3350;1;-11.0;11.0;-1.1e-06;;;;0.0;142.0;1.0;1931.034424;0.0;0.0;0.0;0.0;22.0;56.0;142620.6875;0.0;0.0;0.0;0.0;1.0;0.24;953200;1720200;72.0;1.6;18;88.0;62.0;100.0;62.0;100.0;75.0;75.0;62.0;75.0;88.0;100.0;62.0;75.0;75.0;75.0;62.0;100.0;62.0;75.0;75.0;100.0;50.0;88.0;50.0;75.0;62.0;75.0;50.0;75.0;75.0;100.0;38.0
82737144;0;3350;1;-11.0;11.0;-6.5e-07;;;;0.0;142.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;142620.6875;0.0;0.0;0.0;0.0;1.0;0.24;953200;1720200;72.0;1.6;18;75.0;100.0;87.0;62.0;100.0;62.0;87.0;75.0;75.0;62.0;100.0;75.0;75.0;87.0;75.0;62.0;62.0;62.0;75.0;62.0;49.0;49.0;62.0;49.0;75.0;62.0;75.0;49.0;100.0;100.0;75.0;62.0
82737222;0;3350;1;-11.0;11.0;-1.1e-06;;;;0.0;142.0;1.0;1750.0;0.0;0.0;0.0;0.0;0.0;72.0;129250.0;0.0;0.0;0.0;0.0;1.0;0.24;953200;1720200;72.0;1.6;18;75.0;75.0;100.0;75.0;88.0;75.0;75.0;62.0;88.0;88.0;100.0;62.0;75.0;100.0;75.0;88.0;75.0;75.0;50.0;62.0;88.0;62.0;88.0;75.0;62.0;50.0;62.0;75.0;62.0;62.0;50.0;62.0
